PT	UT	PM	DT	LT	TI	FT	AU	CA	BA	BE	PN	AE	DG	PC	PL	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	AB	C1	EM	RI	OI	U1	U2	CR	NR	TC	Z9	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	
J	BCI:BCI200400014600		Article		West Greenland's cod-to-shrimp transition: Local dimensions of climatic change.		Hamilton, Lawrence C. (Lawrence.Hamilton@unh.edu) ; Brown, Benjamin C.; Rasmussen, Rasmus Ole									Arctic		2003	September 2003	56	3	271-282	271	282	English	print					West Greenland's transition from a cod-fishing to a shrimp-fishing economy, ca. 1960-90, provides a case study in the human dimensions of climatic change. Physical, biological, and social systems interacted in complex ways to affect coastal communities. For this integrated case study, we examine linkages between atmospheric conditions (including the North Atlantic Oscillation), ocean circulation, ecosystem conditions, fishery activities, and the livelihoods and population changes of two West Greenland towns: Sisimiut, south of Disko Bay, and Paamiut, on the southwest coast. Sisimiut prospered as a fishing center through the cod-to-shrimp transition. Paamiut, more specialized in cod fishing, declined. Their stories suggest two general propositions about the human dimensions of climatic change. First, socially important environmental changes result not simply from climatic change, but from interactions between climate, ecosystem, and resource usage. Second, environmental changes affect people differentially and through interactions with social factors. Social networks and cohesion (social capital) are important, in addition to skills (human capital), investments (physical capital), and alternative resources (natural capital): all shape how the benefits and costs are distributed.	Hamilton, Lawrence C.; Sociology Department, University of New Hampshire, Durham, NH, 03824, USA			Hamilton, Lawrence/0000-0003-1977-0649	0	20		51	29	53			Biodiversity & Conservation	0004-0843				Wildlife Management (Conservation)	07502, Ecology: environmental biology - General and methods						Disko Bay; Greenland; Nearctic region/Paamiut; Greenland; Nearctic region/Sisimiut; Greenland; Nearctic region				North Atlantic Oscillation, atmospheric conditions, climate change, climatic change, cod-fishing economy, ecosystem conditions, fishery activities, ocean circulation, shrimp-fishing economy				2021-06-29	
J	BCI:BCI200300433320	12907341	Article		Association between pain episodes and high amplitude propagated pressure waves in patients with irritable bowel syndrome.		Clemens, C. H. M.; Samsom, M.; Roelofs, J. M. M.; Henegouwen, G. P. Van Berge; Smout, A. J. P. M.									American Journal of Gastroenterology		2003	August 2003	98	8	1838-1843	1838	1843	English	print					OBJECTIVES: In the pathogenesis of irritable bowel syndrome (IBS), both increased visceral sensitivity and altered colonic motility seem to play a role. The aim of this study was to quantify the temporal relationship between pain episodes and the occurrence of high amplitude propagated pressure waves (HAPPWs). METHODS: A total of 11 IBS patients with the nonconstipation predominant pattern of IBS and 10 sex- and age-matched healthy volunteers were studied. On day 1, a solid state manometric catheter was positioned in the left colon and connected to a data logger. The subjects then went home. Thereafter they pressed a button on the data logger at the beginning and end of each pain episode. The 24-h manometric signal recorded on day 2 was divided into consecutive 5-min periods. These periods were evaluated for the occurrence of pain and HAPPWs. Fisher's exact test was applied to calculate the probability that HAPPWs and pain episodes were unrelated. The symptom association probability (SAP) was calculated as (1.0-P)X100%. A SAP of >95% was considered to indicate that the observed association did not occur by chance. RESULTS: In four of seven patients with pain on day 2, the SAP was >95%. HAPPWs that were related to pain originated at a more proximal level (p=0.026) and occurred earlier (p=0.007) than HAPPWs that were not related to pain. The duration of a pain period was correlated with the number of pain-related HAPPWs in that period (r=0.906, p=0.013). Two of the 10 healthy subjects experienced pain, and these pain episodes were not associated with HAPPWs. CONCLUSION: Using objective analysis techniques, an association between pain episodes and HAPPWs was found in nonconstipated IBS patients with pain. HAPPWs that are associated with pain are only slightly different from HAPPWs not associated with pain.	Smout, A. J. P. M.; Department of Gastroenterology, University Medical Center Utrecht, 3508 GA, PO Box 85500, Utrecht, Netherlands				0	0		34	14	30			Gastroenterology & Hepatology	0002-9270		10.1016/S0002-9270(03)00374-5		Gastroenterology (Human Medicine, Medical Sciences)	14004, Digestive system - Physiology and biochemistry; 14006, Digestive system - Pathology; 20506, Nervous system - Pathology	Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Humans, Mammals, Primates, Vertebrates; Hominidae [86215]; [human; (adult; female, male; patient)]	irritable bowel syndrome; Colonic Diseases, Functional (MeSH); digestive system disease/pain; Pain (MeSH); nervous system disease						solid state manometry; clinical techniques, diagnostic techniques	bowel; digestive system	disease duration, high amplitude propagated pressure wave [HAPPW], symptom association probability				2021-06-29	
J	BCI:BCI200300406696		Article		The role of refugia for fishes during drought: A review and synthesis.		Magoulick, Daniel D. (danmag@uark.edu) ; Kobza, Robert M.									Freshwater Biology		2003	July 2003	48	7	1186-1198	1186	1198	English	print					1. Drought is a natural disturbance of aquatic ecosystems and can be a major factor in structuring aquatic communities. For individuals, populations and communities to persist in disturbed environments, they must have refuge from disturbance or disturbance must be minimal. Refugia convey spatial and temporal resistance or resilience in the face of disturbance, but the role of refugia in aquatic systems remains poorly understood. 2. We review available literature on aquatic refugia for fishes in order to synthesise current knowledge and provide suggestions for needed research. Our objectives were to clarify definitions of disturbance and refugia in the context of drought in aquatic systems, review how refuge habitats influence fish community structure, and consider the potential impact of refugia on fish population and community dynamics during drought. 3. Droughts cause a decrease in surface area/volume and an increase in extremes of physical and chemical water quality parameters. These conditions are linked with biotic interactions that structure the community of fishes residing in low-flow or dry season refugia by increasing mortality rates, decreasing birth rates and/or increasing migration rates. Many aquatic organisms seek refuge from disturbance and/or have adaptations (e.g. physiological tolerance) that provide refuge. 4. Drought in aquatic systems leads to shifts in refugia spacing and connectance at multiple spatial and temporal scales. Refuge size, disturbance intensity, and mobility of organisms is predicted to play a large role in population persistence. We expect that refuge habitats will experience net immigration during drying and net emigration after rewetting, with the opposite occurring in surrounding habitat patches. Population dynamics of fishes using refugia during drought are best modelled by modified source-sink dynamics, but dynamics are likely to change with spatial scale.	Magoulick, Daniel D.; Arkansas Cooperative Fish and Wildlife Research Unit, Department of Biological Sciences, USGS, University of Arkansas, Fayetteville, AR, 72701, USA		Magoulick, Daniel/AAG-1556-2020; Kobza, Robert Mac/C-6400-2015; Ebersole, Joseph L/A-8371-2009	Magoulick, Daniel/0000-0001-9665-5957; Kobza, Robert Mac/0000-0003-4842-0023;	2	147		108	348	378			Environmental Sciences & Ecology; Marine & Freshwater Biology; Life Sciences & Biomedicine - Other Topics	0046-5070		10.1046/j.1365-2427.2003.01089.x		Freshwater Ecology (Ecology, Environmental Sciences); Population Studies	07508, Ecology: environmental biology - Animal; 07514, Ecology: environmental biology - Limnology; 37001, Public health - General and miscellaneous	Vertebrata, Chordata, Animalia; Animals, Chordates, Fish, Nonhuman Vertebrates, Vertebrates; Pisces [85200]; [fish]									aquatic ecosystem, birth rates, chemical water quality, community dynamics, community structure, drought, natural disturbance, physical water quality, physiological tolerance, population dynamics, refugia, refugia spacing, source-sink dynamics, spatial resistance, temporal resistance				2021-06-29	
J	BCI:BCI200300395015	12818180	Article		Functional identification of interneurons responsible for left-right coordination of hindlimbs in mammals.		Butt, Simon J. B.; Kiehn, Ole (ole.kiehn@neuro.ki.se)									Neuron		2003	June 19, 2003	38	6	953-963	953	963	English	print					Local neuronal networks that are responsible for walking are poorly characterized in mammals. Using an innovative approach to identify interneuron inputs onto motorneuron populations in a neonatal rodent spinal cord preparation, we have investigated the network responsible for left-right coordination of the hindlimbs. We demonstrate how commissural interneurons (CINs), whose axons traverse the midline to innervate contralateral neurons, are organized such that distinct flexor and extensor centers in the rostral lumbar spinal cord define activity in both flexor and extensor caudal motor pools. In addition, the nature of some connections are reconfigured on switching from rest to locomotion via a mechanism that might be associated with synaptic plasticity in the spinal cord. These results from identified pattern-generating interneurons demonstrate how interneuron populations create an effective network to underlie behavior in mammals.	Kiehn, Ole; Mammalian Locomotor Laboratory, Department of Neuroscience, Karolinska Institutet, Retzius vag 8, 171 77, Stockholm, Sweden		Butt, Simon/I-2689-2019; Kiehn, Ole/C-4679-2008; kiehn, ole/AAB-1262-2019	Butt, Simon/0000-0002-2399-0102; Kiehn, Ole/0000-0002-5954-469X	0	2		54	152	165			Neurosciences & Neurology	0896-6273		10.1016/S0896-6273(03)00353-2		Nervous System (Neural Coordination)	02506, Cytology - Animal; 20504, Nervous system - Physiology and biochemistry	Rodentia, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Rodents, Vertebrates; Muridae [86375]; [rat; (newborn)]								axon; nervous system/commissural interneuron; nervous system/hindlimb/neuron; nervous system/spinal cord; nervous system/synapse; nervous system	left-right hindlimb coordination, locomotor activity, synaptic plasticity				2021-06-29	
J	BCI:BCI200300345386	12823098	Article		A comparative study on cardiac ganglia in midday gerbil, Egyptian spiny mouse, chinchilla laniger and pigeon.		Kuder, T. (tkuder@pu.kielce.pl) ; Nowak, E.; Szczurkowski, A.; Kuchinka, J.									Anatomia Histologia Embryologia		2003	June 2003	32	3	134-140	134	140	English	print					Using the thiocholine method and histological techniques, the topography and morphology of cardiac ganglia in midday gerbil, Egyptian spiny mouse, chinchilla laniger and pigeon were studied. The results demonstrated that cardiac ganglia in all investigated species are embedded in epicardial fat. They formed plexo-ganglionic structures. Each of them composed of many ganglia (from seven up to 36) different in size and shape, and interconnected by fascicles of nerve fibres. Comparative analysis showed that the density of neural network and cell aggregations was different in individual species. The richest plexo-ganglionic structure was in pigeon. It was organized in three plexo-ganglia with an average of 30 ganglia. The largest one was located along the anterior interventricular sulcus. The cardiac ganglia of investigated mammals were localized mainly on the epicardium of atria; in Egyptian spiny mouse and chinchilla laniger on the ventral surface of right atrium, but in midday gerbil on the dorsal surface of left atrium. Moreover, in midday gerbil and Egyptian spiny mouse the little plexo-ganglionic structure on the ventricle were noticed. Additionally, in midday gerbil the single nerve cells might be observed between cardiac muscle of atria. It can be said that, the strongly developed cardiac plexus in pigeon is probably connected with his behaviour and functional properties of the heart. The arrangement of neurones in cardiac ganglia of all examined mammals was uniform over the whole surface of the sections, while in the pigeon, neurones were located mainly in the peripheral part of the ganglion.	Kuder, T.; Department of Comparative Anatomy, Institute of Biology, Swietokrzyski University, 15 Swietokrzyska St, 25-406, Kielce, Poland			Nowak, Elzbieta/0000-0003-4580-0565; Szczurkowski, Aleksander/0000-0003-4024-0140; Kuder, Tadeusz/0000-0003-3314-8725; Kuchinka, Jacek/0000-0001-8517-7160	0	2		31	3	5			Cardiovascular System & Cardiology; Neurosciences & Neurology	0340-2096		10.1046/j.1439-0264.2003.00445.x		Cardiovascular System (Transport and Circulation); Nervous System (Neural Coordination)	02506, Cytology - Animal; 11102, Anatomy and Histology - Gross anatomy; 14504, Cardiovascular system - Physiology and biochemistry; 20504, Nervous system - Physiology and biochemistry	Rodentia, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Rodents, Vertebrates; Chinchillidae [86305]; [Chinchilla laniger; chinchilla laniger]/Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Columbiformes [85524]; [Columba liva; pigeon]/Rodentia, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Rodents, Vertebrates; Cricetidae [86310]; [Meriones meridianus; midday gerbil]/Rodentia, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Rodents, Vertebrates; Muridae [86375]; [Acomys cahirynus; Egyptian spiny mouse; (adult)]							comparative analysis; laboratory techniques	atrium; circulatory system/cardiac ganglia; circulatory system, nervous system; morphology, topography/cardiac ventricle; circulatory system/heart; circulatory system/nerve fiber; nervous system/neuron; nervous system					2021-06-29	
J	BCI:BCI200300318449	12612051	Article		Cellular and network mechanisms of slow oscillatory activity (<1 Hz) and wave propagations in a cortical network model.		Compte, Albert (acompte@umh.es) ; Sanchez-Vives, Maria V.; McCormick, David A.; Wang, Xiao-Jing									Journal of Neurophysiology (Bethesda)		2003	May 2003	89	5	2707-2725	2707	2725	English	print					Slow oscillatory activity (<1 Hz) is observed in vivo in the cortex during slow-wave sleep or under anesthesia and in vitro when the bath solution is chosen to more closely mimic cerebrospinal fluid. Here we present a biophysical network model for the slow oscillations observed in vitro that reproduces the single neuron behaviors and collective network firing patterns in control as well as under pharmacological manipulations. The membrane potential of a neuron oscillates slowly (at <1 Hz) between a down state and an up state; the up state is maintained by strong recurrent excitation balanced by inhibition, and the transition to the down state is due to a slow adaptation current (Na+-dependent K+ current). Consistent with in vivo data, the input resistance of a model neuron, on average, is the largest at the end of the down state and the smallest during the initial phase of the up state. An activity wave is initiated by spontaneous spike discharges in a minority of neurons, and propagates across the network at a speed of 3-8 mm/s in control and 20-50 mm/s with inhibition block. Our work suggests that long-range excitatory patchy connections contribute significantly to this wave propagation. Finally, we show with this model that various known physiological effects of neuromodulation can switch the network to tonic firing, thus simulating a transition to the waking state.	Compte, Albert; Instituto de Neurosciencias, CSIC, Universidad Miguel Hernandez, 03550, San Juan de Alicante, Spain		Sanchez-Vives, Maria/J-8526-2014; Kobelt, Liza/F-5926-2011; Wang, Xiao-Jing/D-2722-2009	Sanchez-Vives, Maria/0000-0002-8437-9083;	1	30		78	252	333			Mathematical & Computational Biology; Neurosciences & Neurology	0022-3077		10.1152/jn.00845.2002		Models and Simulations (Computational Biology); Nervous System (Neural Coordination)	02506, Cytology - Animal; 04500, Mathematical biology and statistical methods; 10069, Biochemistry studies - Minerals; 10515, Biophysics - Biocybernetics; 20504, Nervous system - Physiology and biochemistry			potassium ion/sodium ion					biophysical network model; mathematical and computer techniques/cortical network model; mathematical and computer techniques/pharmacological manipulation; laboratory techniques	neurons; nervous system; membrane potential	adaptation current, cellular mechanisms, collective network firing patterns, network mechanisms, neuromodulation, slow oscillatory activity, spontaneous spike discharges, tonic firing, waking state, wave propagations				2021-06-29	
J	BCI:BCI200300133820		Article		Invariant properties in coevolutionary networks of plant-animal interactions.		Jordano, Pedro (jordano@cica.es) ; Bascompte, Jordi; Olesen, Jens M.									Ecology Letters		2003	January 2003	6	1	69-81	69	81	English	print					Plant-animal mutualistic networks are interaction webs consisting of two sets of entities, plant and animal species, whose evolutionary dynamics are deeply influenced by the outcomes of the interactions, yielding a diverse array of coevolutionary processes. These networks are two-mode networks sharing many common properties with others such as food webs, social, and abiotic networks. Here we describe generalized patterns in the topology of 29 plant-pollinator and 24 plant-frugivore networks in natural communities. Scale-free properties have been described for a number of biological, social, and abiotic networks; in contrast, most of the plant-animal mutualistic networks (65.6%) show species connectivity distributions (number of links per species) with a power-law regime but decaying as a marked cut-off, i.e. truncated power-law or broad-scale networks and few (22.2%) show scale-invariance. We hypothesize that plant-animal mutualistic networks follow a build-up process similar to complex abiotic nets, based on the preferential attachment of species. However, constraints in the addition of links such as morphological mismatching or phenological uncoupling between mutualistic partners, restrict the number of interactions established, causing deviations from scale-invariance. This reveals generalized topological patterns characteristic of self-organized complex systems. Relative to scale-invariant networks, such constraints may confer higher robustness to the loss of keystone species that are the backbone of these webs.	Jordano, Pedro; Integrative Ecology Group, Estacion Biologica de Donana, CSIC, E-41080, Apdo. 1056, Sevilla, Denmark		Bascompte, Jordi/B-7596-2008; Jordano, Pedro/A-5162-2008; Vazquez-Dominguez, Guillermo GVD/L-7818-2014; Olesen, Jens M/A-3011-2009	Bascompte, Jordi/0000-0002-0108-6411; Jordano, Pedro/0000-0003-2142-9116; Olesen, Jens M/0000-0003-1998-1083	8	236		31	443	519			Environmental Sciences & Ecology; Evolutionary Biology	1461-023X		10.1046/j.1461-0248.2003.00403.x		Ecology (Environmental Sciences); Evolution and Adaptation	01500, Evolution; 07502, Ecology: environmental biology - General and methods										coevolution, coevolutionary networks, interaction webs, plant-animal interactions, plant-animal mutualistic networks, pollination				2021-06-29	
J	BCI:BCI200400195549		Meeting	Meeting Abstract	Influence of cholinergic neuromodulation on phase reseting curves of cortical pyramidal neurons.		Gutkin, B. S.; Stiefel, K. M.; Terry, S.									Society for Neuroscience Abstract Viewer and Itinerary Planner		2003		2003		Abstract No. 171.5			English	e-file	33rd Annual Meeting of the Society of Neuroscience	New Orleans, LA, USA	November 08-12, 2003	Society of Neuroscience	When the membrane potential of periodically firing neurons is perturbed at various times, the next spike will be either advanced or delayed. The spike time shift as a function of the time of the perturbation is called Phase Reset Curve (PRC). PRCs can be either strictly positive (class I) or biphasic (class II). Theoretical analysis shows that spike generation dynamics determine the class of the PRC. Neurons with strong voltage-dependent spike frequency adaptation (SPA) currents should show type II PRCs, while non-adapting neurons fall under the type I spike-generating dynamics and yield class I PRCs. Blocking SPA can thus change the shape and the class of the PRC as well as spike-generating dynamics. We test the hypothesis that the shape and/or type of the PRC can be changed by cholinergic neuromodulation through its effects on SPA currents. To this end, we recorded from layer II/III pyramidal neurons in the slices of the mouse (P28 to P35) visual cortex. Via current injection trough the patch-pipette we depolarized the neurons above threshold and injected brief current pulses at random times during the inter-spike interval to determine the phase-reset curve. This was repeated after bath application of 20lM of the cholinergic agonist carbachol and the phase reset curves were compared. Cholinergic neuromodulation transformed the phase-reset curve from type II to type I. Since type and shape of the PRC have important implications for neuronal synchronization behavior, such modulation can change the global behavior of cortical networks.	Gutkin, B. S.; Dept. Gatsby Comp Neurosci. Unit, Univ. Col. London, London, UK		Gutkin, Boris/A-7420-2014		0	0		0	0	0			Neurosciences & Neurology					Nervous System (Neural Coordination)	00520, General biology - Symposia, transactions and proceedings; 02506, Cytology - Animal; 10060, Biochemistry studies - General; 20504, Nervous system - Physiology and biochemistry	Rodentia, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Rodents, Vertebrates; Muridae [86375]; [mouse]		SPA/carbachol/cholinergic agonist					patch pipette; laboratory equipment	cortical networks; nervous system/cortical pyramidal neurons; nervous system/layer II/III pyramidal neurons; nervous system/membrane/neurons; nervous system/visual cortex; nervous system	cholinergic neuromodulation				2021-06-29	
J	BCI:BCI200400160637		Meeting	Meeting Abstract	Synaptic potentiation and network dynamics of living neuronal cells cultured on multi - electrode arrays.		Kudoh, S. N.; Taguchi, T.									Society for Neuroscience Abstract Viewer and Itinerary Planner		2003		2003		Abstract No. 56.13			English	e-file	33rd Annual Meeting of the Society of Neuroscience	New Orleans, LA, USA	November 08-12, 2003	Society of Neuroscience	In order to elucidate the operating principle of higher brain function, it is necessary for simultaneous analysis of the molecular function and the dynamics of neural networks. For this purpose, I propose the two-dimensional cultured neural networks on multi-electrode array. The most important features of the two-dimensional culture neural network are that it is a system in which the information processing is autonomously carries out, and which is suitable for analyzing the molecules related to information processing. Using this system, it is possible to examine the process for the information processing by analyzing the behavior of neurons in a cellular level and a molecular level.We showed in a previous report that long-lasting potentiation in spontaneous excitatory postsynaptic currents (SEPSCs) was induced by exposure to a Mg2+-free medium for 15 min in chick cerebral neurons, using the culture system that had been developed to examine cellular and molecular mechanisms of synaptogenesis and synaptic plasticity (Kiyosue et al., 1996; Kiyosue et al., 1997; Tokioka et al., 1993). With this synaptic potentiation induced by the transient exposure to Mg2+-free condition, it is revealed that the pattern of action potentials segmented in cluster. In addition, the correlation of the patterns between nerve cells also changed. These results suggest that the neuronal network changes dynamically their behaviors if synaptic potentiation is induced.	Kudoh, S. N.; Taguchi, T.; Neuron Res. Grp., Sprc Div. Human Life Tech., Natl. Inst. Adv. Indus. Sci. and Tech., Osaka, Japan				0	0		0	0	0			Neurosciences & Neurology					Nervous System (Neural Coordination)	00520, General biology - Symposia, transactions and proceedings; 02506, Cytology - Animal; 20504, Nervous system - Physiology and biochemistry	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird]		magnesium(II) ion					electrode; laboratory equipment/multi-electrode array; laboratory techniques/neural network; mathematical and computer techniques	brain; nervous system/cerebral neurons; nervous system/nerve cells; nervous system/neuronal cells; nervous system/neuronal network; nervous system/neurons; nervous system	network dynamics				2021-06-29	
J	BCI:BCI200400124745	14666534	Article		Molecular genetic approaches to the study of primate behavior, social organization, and reproduction.		Di Fiore, Anthony									Yearbook of Physical Anthropology		2003		46		62-99	62	99	English	print					In the past several decades, the development of novel molecular techniques and the advent of noninvasive DNA sampling, coupled with the ease and speed with which molecular analyses can now be performed, have made it possible for primatologists to directly examine the fitness effects of individual behavior and to explore how variation in behavior and social systems influences primate population genetic structure. This review describes the theoretical connections between individual behavior and primate social systems on the one hand and population genetic structure on the other, discusses the kinds of molecular markers typically employed in genetic studies of primates, and summarizes what primatologists have learned from molecular studies over the past few decades about dispersal patterns, mating systems, reproductive strategies, and the influence of kinship on social behavior. Several important conclusions can be drawn from this overview. First, genetic data confirm that, in many species, male dominance rank and fitness are positively related, at least over the short term, though this relationship need not simply be a reflection of male-male contest competition over mates. More importantly, genetic research reveals the significance of female choice in determining male reproductive success, and documents the efficacy of alternative mating tactics among males. Second, genetic data suggest that the presumed importance of kinship in structuring primate social relationships needs to be evaluated further, at least for some taxa such as chimpanzees in which demographic factors may be more important than relatedness. I conclude this paper by offering several suggestions of additional ways in which molecular techniques might be employed in behavioral and ecological studies of primates (e.g., for conducting "molecular censuses" of unhabituated populations, for studying disease and host-parasite interactions, or for tracking seed fate in studies of seed dispersal) and by providing a brief introduction to the burgeoning field of nonhuman primate behavioral genetics.	Di Fiore, Anthony; Department of Anthropology, New York Consortium in Evolutionary Primatology, New York University, New York, NY, 10003, USA				1	40		342	65	76			Evolutionary Biology; Genetics & Heredity	0096-848X				Evolution and Adaptation; Molecular Genetics (Biochemistry and Molecular Biophysics); Population Genetics (Population Studies)	01500, Evolution; 03502, Genetics - General; 03506, Genetics - Animal; 03509, Genetics - Population genetics; 16504, Reproductive system - Physiology and biochemistry	Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Mammals, Nonhuman Vertebrates, Nonhuman Primates, Primates, Vertebrates; Primates [86190]; [primate]									dispersal patterns, male dominance rank, mating tactics, population genetic structure, primate behavior, reproduction, reproductive strategies, seed dispersal, social organization				2021-06-29	
J	BCI:BCI200200438875	12069487	Article		The role of colony organization on pathogen transmission in social insects		Naug, Dhruba; Camazine, Scott									Journal of Theoretical Biology		2002	21 April, 2002	215	4	427-439	427	439	English	print					Social organisms are especially vulnerable to pathogens due to the homogeneity of the colony, and the close proximity and extensive interactions among its members. However, the social organization of these groups also offers the potential to provide an effective barrier against the transmission of pathogens within the colony. Social insects with their elaborate colony organizations provide an ideal model system to develop and test this hypothesis. While the different elements of colony organization are generally assumed to be products of ergonomic selection, in this paper we address how the same elements could influence the transmission of pathogens. By developing a simple model, we explore how three parameters of colony organization, division of labor, interaction network and colony demography could influence the transmission of pathogens. We find that heterogeneity among individuals in terms of division of labor alone has little effect on the spread of an infection in the colony and the scenario is indistinguishable from one in which all the individuals are homogeneous. However, division of labor, combined with heterogeneity in the interaction network and demographic schedules reduce the spread of an infection.	Naug, Dhruba; Department of Evolution, Ecology and Organismal Biology, Ohio State University, 1735 Neil Avenue, Columbus, OH, 43210, USA	naug.1@osu.edu	Camazine, Scott/T-2604-2017		1	43		86	79	92			Behavioral Sciences; Infectious Diseases; Mathematical & Computational Biology	0022-5193		10.1006/jtbi.2001.2524		Behavior; Infection; Models and Simulations (Computational Biology)	07002, Behavioral biology - General and comparative behavior; 04500, Mathematical biology and statistical methods; 07003, Behavioral biology - Animal behavior; 10515, Biophysics - Biocybernetics; 36001, Medical and clinical microbiology - General and methods; 64076, Invertebrata: comparative, experimental morphology, physiology and pathology - Insecta: physiology	Insecta, Arthropoda, Invertebrata, Animalia; Animals, Arthropods, Insects, Invertebrates; Hymenoptera [75326]; [honeybee; (social organism)]/Arthropoda, Invertebrata, Animalia; Animals, Arthropods, Insects, Invertebrates; Insecta [75300]; [insect; (social organism)]	infection; Infection (MeSH); infectious disease; transmission						colony organization model; mathematical method		colon demography, colony organization, division of labor, interaction network, pathogen transmission, social organization				2021-06-29	
J	BCI:BCI200300153005	12563169	Article	Literature Review	Modulating the modulators: Parasites, neuromodulators and host behavioral change.		Adamo, Shelley A. (sadamo@is.dal.ca)									Brain Behavior and Evolution		2002		60	6	370-377	370	377	English	print					Neuromodulators can resculpt neural circuits, giving an animal the behavioral flexibility it needs to survive in a complex changing world. This ability, however, provides parasites with a potential mechanism for manipulating host behavior. This paper reviews three invertebrate host-parasite systems to examine whether parasites can change host behavior by secreting neuromodulators. The parasitic wasp, Cotesia congregata, suppresses host feeding partly by inducing the host (Manduca sexta) to increase the octopamine concentration in its hemolymph. The increased octopamine concentration disrupts the motor pattern produced by the frontal ganglion, preventing the ingestion of food. Polymorphus paradoxus (Acanthocephalan) alters the escape behavior of its host, Gammarus lacustris (Crustacea), possibly through an effect on the host's serotonergic system. The trematode Trichobilharzia ocellata inhibits egg-laying in its snail host (Lymnaea stagnalis), partly by inducing the host to secrete schistosomin. Schistosomin decreases electrical excitability of the caudodorsal cells. The parasite also alters gene expression for some neuromodulators within the host's central nervous system. In at least two of these three examples, it appears that the host, not the parasite, produces the neuromodulators that alter host behavior. Producing physiologically potent concentrations of neuromodulators may be energetically expensive for many parasites. Parasites may exploit indirect less energetically expensive methods of altering host behavior. For example, parasites may induce the host's immune system to produce the appropriate neuromodulators. In many parasites, the ability to manipulate host behavior may have evolved from adaptations designed to circumvent the host's immune system. Immune-neural-behavioral connections may be pre-adapted for parasitic manipulation.	Adamo, Shelley A.; Department of Psychology, Dalhousie University, Halifax, NS, B3H 4J1, Canada	sadamo@is.dal.ca		Adamo, Shelley/0000-0002-5973-571X	2	77		58	99	111			Behavioral Sciences; Neurosciences & Neurology; Parasitology	0006-8977		10.1159/000067790		Behavior; Nervous System (Neural Coordination); Parasitology	07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior; 15002, Blood - Blood and lymph studies; 15004, Blood - Blood cell studies; 20504, Nervous system - Physiology and biochemistry; 60502, Parasitology - General; 64010, Invertebrata: comparative, experimental morphology, physiology and pathology - Platyhelminthes; 64014, Invertebrata: comparative, experimental morphology, physiology and pathology - Acanthocephala; 64026, Invertebrata: comparative, experimental morphology, physiology and pathology - Mollusca; 64054, Invertebrata:comparative, experimental morphology, physiology and pathology - Arthropoda: crustacea; 64076, Invertebrata: comparative, experimental morphology, physiology and pathology - Insecta: physiology	Invertebrata, Animalia; Animals, Invertebrates; Acanthocephala [49000]; [Polymorphus paradoxus; (parasite)]/Mollusca, Invertebrata, Animalia; Animals, Invertebrates, Mollusks; Gastropoda [61200]; [Lymnaea stagnalis; (host)]/Insecta, Arthropoda, Invertebrata, Animalia; Animals, Arthropods, Insects, Invertebrates; Hymenoptera [75326]; [Cotesia congregata; (parasite)]/Insecta, Arthropoda, Invertebrata, Animalia; Animals, Arthropods, Insects, Invertebrates; Lepidoptera [75330]; [Manduca sexta; (host)]/Crustacea, Arthropoda, Invertebrata, Animalia; Animals, Arthropods, Crustaceans, Invertebrates; Malacostraca [75112]; [Gammarus lacustris; (host)]/Platyhelminthes, Helminthes, Invertebrata, Animalia; Animals, Helminths, Invertebrates, Platyhelminths; Trematoda [45200]; [Trichobilharzia ocellata; (parasite)]		octopamine/schistosomin						caudodorsal cell; nervous system/ganglion; nervous system/hemolymph; blood and lymphatics/neural circuit; nervous system	behavioral flexibility, host behavior, host-parasite interactions, neuromodulation				2021-06-29	
