,Focal.Letter,Social.Partner,Treatment.Period,Group.ID.Populations,Treatment,num_interactions,ordered.pair.period,scans.where.at.least.1.seen,SRI
2563,MH,MA,1,T2,Treatment,2,MA_MH_1,36,0.055555556
2564,MH,MD,2,T2,Treatment,3,MD_MH_2,35,0.085714286
2565,MH,MK,2,T2,Treatment,1,MH_MK_2,40,0.025
2566,MH,MO,2,T2,Treatment,1,MH_MO_2,37,0.027027027
2567,MH,MV,1,T2,Treatment,2,MH_MV_1,36,0.055555556
2568,MH,MX,2,T2,Treatment,1,MH_MX_2,40,0.025
2569,MK,LA,2,T2,Treatment,2,LA_MK_2,47,0.042553191
2570,MK,LC,2,T2,Treatment,2,LC_MK_2,47,0.042553191
2571,MK,LD,2,T2,Treatment,1,LD_MK_2,48,0.020833333
2572,MK,LE,1,T2,Treatment,1,LE_MK_1,45,0.022222222
2573,MK,LE,2,T2,Treatment,1,LE_MK_2,42,0.023809524
2574,MK,LH,1,T2,Treatment,3,LH_MK_1,42,0.071428571
2575,MK,LH,2,T2,Treatment,2,LH_MK_2,47,0.042553191
2576,MK,LK,1,T2,Treatment,1,LK_MK_1,44,0.022727273
2577,MK,LK,2,T2,Treatment,2,LK_MK_2,45,0.044444444
2578,MK,LL,2,T2,Treatment,1,LL_MK_2,46,0.02173913
2579,MK,LO,2,T2,Treatment,1,LO_MK_2,47,0.021276596
2580,MK,LS,1,T2,Treatment,1,LS_MK_1,36,0.027777778
2581,MK,LT,2,T2,Treatment,1,LT_MK_2,46,0.02173913
2582,MK,LU,1,T2,Treatment,4,LU_MK_1,43,0.093023256
2583,MK,LU,2,T2,Treatment,6,LU_MK_2,44,0.136363636
2584,MK,LV,1,T2,Treatment,1,LV_MK_1,44,0.022727273
2585,MK,LX,1,T2,Treatment,1,LX_MK_1,45,0.022222222
2586,MK,LZ,2,T2,Treatment,2,LZ_MK_2,45,0.044444444
2587,MK,MD,2,T2,Treatment,2,MD_MK_2,39,0.051282051
2588,MK,ME,2,T2,Treatment,1,ME_MK_2,44,0.022727273
2589,MK,MH,2,T2,Treatment,1,MH_MK_2,40,0.025
2590,MK,MM,1,T2,Treatment,1,MK_MM_1,34,0.029411765
2591,MK,MS,1,T2,Treatment,1,MK_MS_1,40,0.025
2592,MK,MV,2,T2,Treatment,1,MK_MV_2,37,0.027027027
2593,MK,MX,1,T2,Treatment,1,MK_MX_1,36,0.027777778
2594,MK,MX,2,T2,Treatment,3,MK_MX_2,43,0.069767442
2595,MK,MZ,2,T2,Treatment,2,MK_MZ_2,46,0.043478261
2596,MM,LA,2,T2,Treatment,3,LA_MM_2,47,0.063829787
2597,MM,LC,1,T2,Treatment,1,LC_MM_1,43,0.023255814
2598,MM,LE,1,T2,Treatment,1,LE_MM_1,44,0.022727273
2599,MM,LE,2,T2,Treatment,1,LE_MM_2,44,0.022727273
2600,MM,LH,1,T2,Treatment,2,LH_MM_1,44,0.045454545
2601,MM,LK,1,T2,Treatment,1,LK_MM_1,41,0.024390244
2602,MM,LK,2,T2,Treatment,4,LK_MM_2,44,0.090909091
2603,MM,LL,2,T2,Treatment,4,LL_MM_2,47,0.085106383
2604,MM,LO,1,T2,Treatment,1,LO_MM_1,46,0.02173913
2605,MM,LO,2,T2,Treatment,2,LO_MM_2,48,0.041666667
2606,MM,LP,2,T2,Treatment,2,LP_MM_2,43,0.046511628
2607,MM,LS,1,T2,Treatment,3,LS_MM_1,38,0.078947368
2608,MM,LS,2,T2,Treatment,1,LS_MM_2,44,0.022727273
2609,MM,LT,2,T2,Treatment,5,LT_MM_2,47,0.106382979
2610,MM,LU,2,T2,Treatment,3,LU_MM_2,47,0.063829787
2611,MM,LV,1,T2,Treatment,5,LV_MM_1,43,0.11627907
2612,MM,LV,2,T2,Treatment,1,LV_MM_2,48,0.020833333
2613,MM,LX,2,T2,Treatment,2,LX_MM_2,47,0.042553191
2614,MM,MA,2,T2,Treatment,2,MA_MM_2,46,0.043478261
2615,MM,MD,2,T2,Treatment,2,MD_MM_2,43,0.046511628
2616,MM,MK,1,T2,Treatment,1,MK_MM_1,34,0.029411765
2617,MM,MP,2,T2,Treatment,3,MM_MP_2,44,0.068181818
2618,MM,MS,2,T2,Treatment,1,MM_MS_2,44,0.022727273
2619,MM,MT,2,T2,Treatment,1,MM_MT_2,47,0.021276596
2620,MM,MU,2,T2,Treatment,2,MM_MU_2,42,0.047619048
2621,MO,LA,2,T2,Treatment,3,LA_MO_2,46,0.065217391
2622,MO,LC,1,T2,Treatment,1,LC_MO_1,43,0.023255814
2623,MO,LD,1,T2,Treatment,2,LD_MO_1,46,0.043478261
2624,MO,LD,2,T2,Treatment,1,LD_MO_2,47,0.021276596
2625,MO,LE,1,T2,Treatment,1,LE_MO_1,46,0.02173913
2626,MO,LH,2,T2,Treatment,2,LH_MO_2,45,0.044444444
2627,MO,LL,2,T2,Treatment,1,LL_MO_2,44,0.022727273
2628,MO,LO,1,T2,Treatment,1,LO_MO_1,44,0.022727273
2629,MO,LO,2,T2,Treatment,2,LO_MO_2,48,0.041666667
2630,MO,LS,2,T2,Treatment,2,LS_MO_2,37,0.054054054
2631,MO,LT,2,T2,Treatment,1,LT_MO_2,43,0.023255814
2632,MO,LU,1,T2,Treatment,1,LU_MO_1,39,0.025641026
2633,MO,LU,2,T2,Treatment,2,LU_MO_2,46,0.043478261
2634,MO,LX,2,T2,Treatment,1,LX_MO_2,47,0.021276596
2635,MO,LZ,2,T2,Treatment,2,LZ_MO_2,42,0.047619048
2636,MO,MD,2,T2,Treatment,3,MD_MO_2,36,0.083333333
2637,MO,ME,2,T2,Treatment,1,ME_MO_2,40,0.025
2638,MO,MH,2,T2,Treatment,1,MH_MO_2,37,0.027027027
2639,MO,MP,2,T2,Treatment,1,MO_MP_2,42,0.023809524
2640,MO,MS,1,T2,Treatment,1,MO_MS_1,35,0.028571429
2641,MO,MV,2,T2,Treatment,1,MO_MV_2,34,0.029411765
2642,MO,MX,1,T2,Treatment,2,MO_MX_1,37,0.054054054
2643,MO,MX,2,T2,Treatment,3,MO_MX_2,42,0.071428571
2644,MP,LA,1,T2,Treatment,2,LA_MP_1,41,0.048780488
2645,MP,LA,2,T2,Treatment,1,LA_MP_2,47,0.021276596
2646,MP,LC,1,T2,Treatment,2,LC_MP_1,44,0.045454545
2647,MP,LK,2,T2,Treatment,4,LK_MP_2,43,0.093023256
2648,MP,LO,1,T2,Treatment,1,LO_MP_1,46,0.02173913
2649,MP,LS,2,T2,Treatment,2,LS_MP_2,41,0.048780488
2650,MP,LU,2,T2,Treatment,3,LU_MP_2,44,0.068181818
2651,MP,LV,1,T2,Treatment,1,LV_MP_1,44,0.022727273
2652,MP,LV,2,T2,Treatment,3,LV_MP_2,42,0.071428571
2653,MP,LX,1,T2,Treatment,1,LX_MP_1,44,0.022727273
2654,MP,MC,1,T2,Treatment,1,MC_MP_1,38,0.026315789
2655,MP,MD,2,T2,Treatment,1,MD_MP_2,40,0.025
2656,MP,ME,1,T2,Treatment,1,ME_MP_1,41,0.024390244
2657,MP,MM,2,T2,Treatment,3,MM_MP_2,44,0.068181818
2658,MP,MO,2,T2,Treatment,1,MO_MP_2,42,0.023809524
2659,MP,MP,2,T2,Treatment,1,MP_MP_2,32,0.03125
2660,MP,MS,1,T2,Treatment,1,MP_MS_1,34,0.029411765
2661,MP,MT,2,T2,Treatment,1,MP_MT_2,45,0.022222222
2662,MP,MX,2,T2,Treatment,5,MP_MX_2,43,0.11627907
2663,MS,LA,1,T2,Treatment,1,LA_MS_1,45,0.022222222
2664,MS,LA,2,T2,Treatment,1,LA_MS_2,48,0.020833333
2665,MS,LC,2,T2,Treatment,2,LC_MS_2,46,0.043478261
2666,MS,LD,2,T2,Treatment,3,LD_MS_2,47,0.063829787
2667,MS,LE,2,T2,Treatment,1,LE_MS_2,41,0.024390244
2668,MS,LH,2,T2,Treatment,3,LH_MS_2,48,0.0625
2669,MS,LK,1,T2,Treatment,4,LK_MS_1,42,0.095238095
2670,MS,LK,2,T2,Treatment,2,LK_MS_2,43,0.046511628
2671,MS,LL,2,T2,Treatment,1,LL_MS_2,45,0.022222222
2672,MS,LO,2,T2,Treatment,1,LO_MS_2,48,0.020833333
2673,MS,LP,2,T2,Treatment,1,LP_MS_2,42,0.023809524
2674,MS,LS,1,T2,Treatment,3,LS_MS_1,38,0.078947368
2675,MS,LT,1,T2,Treatment,1,LT_MS_1,45,0.022222222
2676,MS,LT,2,T2,Treatment,1,LT_MS_2,48,0.020833333
2677,MS,LU,1,T2,Treatment,1,LU_MS_1,43,0.023255814
2678,MS,LU,2,T2,Treatment,1,LU_MS_2,48,0.020833333
2679,MS,LV,1,T2,Treatment,2,LV_MS_1,45,0.044444444
2680,MS,LX,1,T2,Treatment,1,LX_MS_1,44,0.022727273
2681,MS,LX,2,T2,Treatment,1,LX_MS_2,48,0.020833333
2682,MS,LZ,2,T2,Treatment,2,LZ_MS_2,46,0.043478261
2683,MS,MC,2,T2,Treatment,1,MC_MS_2,43,0.023255814
2684,MS,ME,2,T2,Treatment,3,ME_MS_2,47,0.063829787
2685,MS,MK,1,T2,Treatment,1,MK_MS_1,40,0.025
2686,MS,MM,2,T2,Treatment,1,MM_MS_2,44,0.022727273
2687,MS,MO,1,T2,Treatment,1,MO_MS_1,35,0.028571429
2688,MS,MP,1,T2,Treatment,1,MP_MS_1,34,0.029411765
2689,MS,MU,1,T2,Treatment,1,MS_MU_1,39,0.025641026
2690,MS,MU,2,T2,Treatment,1,MS_MU_2,44,0.022727273
2691,MS,MX,2,T2,Treatment,1,MS_MX_2,44,0.022727273
2692,MS,MZ,1,T2,Treatment,1,MS_MZ_1,37,0.027027027
2693,MT,LA,1,T2,Treatment,1,LA_MT_1,38,0.026315789
2694,MT,LA,2,T2,Treatment,3,LA_MT_2,46,0.065217391
2695,MT,LH,2,T2,Treatment,2,LH_MT_2,48,0.041666667
2696,MT,LK,2,T2,Treatment,1,LK_MT_2,44,0.022727273
2697,MT,LL,1,T2,Treatment,1,LL_MT_1,43,0.023255814
2698,MT,LO,1,T2,Treatment,1,LO_MT_1,42,0.023809524
2699,MT,LO,2,T2,Treatment,1,LO_MT_2,48,0.020833333
2700,MT,LS,1,T2,Treatment,2,LS_MT_1,33,0.060606061
2701,MT,LU,2,T2,Treatment,2,LU_MT_2,46,0.043478261
2702,MT,LV,1,T2,Treatment,2,LV_MT_1,45,0.044444444
2703,MT,LV,2,T2,Treatment,2,LV_MT_2,44,0.045454545
2704,MT,LX,1,T2,Treatment,2,LX_MT_1,45,0.044444444
2705,MT,LZ,2,T2,Treatment,1,LZ_MT_2,46,0.02173913
2706,MT,MA,2,T2,Treatment,1,MA_MT_2,44,0.022727273
2707,MT,ME,1,T2,Treatment,2,ME_MT_1,39,0.051282051
2708,MT,ME,2,T2,Treatment,1,ME_MT_2,45,0.022222222
2709,MT,MM,2,T2,Treatment,1,MM_MT_2,47,0.021276596
2710,MT,MP,2,T2,Treatment,1,MP_MT_2,45,0.022222222
2711,MT,MU,2,T2,Treatment,1,MT_MU_2,46,0.02173913
2712,MT,MV,1,T2,Treatment,2,MT_MV_1,33,0.060606061
2713,MT,MX,1,T2,Treatment,1,MT_MX_1,28,0.035714286
2714,MU,LC,2,T2,Treatment,1,LC_MU_2,46,0.02173913
2715,MU,LD,1,T2,Treatment,2,LD_MU_1,46,0.043478261
2716,MU,LE,1,T2,Treatment,2,LE_MU_1,45,0.044444444
2717,MU,LE,2,T2,Treatment,4,LE_MU_2,43,0.093023256
2718,MU,LH,2,T2,Treatment,1,LH_MU_2,46,0.02173913
2719,MU,LK,2,T2,Treatment,8,LK_MU_2,45,0.177777778
2720,MU,LL,1,T2,Treatment,1,LL_MU_1,45,0.022222222
2721,MU,LL,2,T2,Treatment,4,LL_MU_2,47,0.085106383
2722,MU,LO,1,T2,Treatment,2,LO_MU_1,45,0.044444444
2723,MU,LO,2,T2,Treatment,1,LO_MU_2,48,0.020833333
2724,MU,LP,1,T2,Treatment,1,LP_MU_1,41,0.024390244
2725,MU,LS,2,T2,Treatment,6,LS_MU_2,44,0.136363636
2726,MU,LT,2,T2,Treatment,2,LT_MU_2,44,0.045454545
2727,MU,LU,1,T2,Treatment,3,LU_MU_1,39,0.076923077
2728,MU,LU,2,T2,Treatment,3,LU_MU_2,47,0.063829787
2729,MU,LV,1,T2,Treatment,2,LV_MU_1,45,0.044444444
2730,MU,LV,2,T2,Treatment,1,LV_MU_2,46,0.02173913
2731,MU,MA,1,T2,Treatment,1,MA_MU_1,33,0.03030303
2732,MU,MA,2,T2,Treatment,1,MA_MU_2,46,0.02173913
2733,MU,MC,2,T2,Treatment,1,MC_MU_2,41,0.024390244
2734,MU,MD,2,T2,Treatment,1,MD_MU_2,41,0.024390244
2735,MU,MM,2,T2,Treatment,2,MM_MU_2,42,0.047619048
2736,MU,MS,1,T2,Treatment,1,MS_MU_1,39,0.025641026
2737,MU,MS,2,T2,Treatment,1,MS_MU_2,44,0.022727273
2738,MU,MT,2,T2,Treatment,1,MT_MU_2,46,0.02173913
2739,MU,MX,1,T2,Treatment,1,MU_MX_1,37,0.027027027
2740,MU,MX,2,T2,Treatment,1,MU_MX_2,42,0.023809524
2741,MV,LA,1,T2,Treatment,2,LA_MV_1,44,0.045454545
2742,MV,LC,1,T2,Treatment,1,LC_MV_1,42,0.023809524
2743,MV,LC,2,T2,Treatment,2,LC_MV_2,43,0.046511628
2744,MV,LD,1,T2,Treatment,4,LD_MV_1,45,0.088888889
2745,MV,LD,2,T2,Treatment,1,LD_MV_2,47,0.021276596
2746,MV,LH,2,T2,Treatment,2,LH_MV_2,45,0.044444444
2747,MV,LO,2,T2,Treatment,1,LO_MV_2,46,0.02173913
2748,MV,LP,1,T2,Treatment,1,LP_MV_1,43,0.023255814
2749,MV,LS,1,T2,Treatment,1,LS_MV_1,41,0.024390244
2750,MV,LT,2,T2,Treatment,1,LT_MV_2,42,0.023809524
2751,MV,LV,1,T2,Treatment,3,LV_MV_1,46,0.065217391
2752,MV,LX,1,T2,Treatment,3,LX_MV_1,44,0.068181818
2753,MV,LZ,1,T2,Treatment,1,LZ_MV_1,43,0.023255814
2754,MV,MC,1,T2,Treatment,1,MC_MV_1,41,0.024390244
2755,MV,MC,2,T2,Treatment,1,MC_MV_2,36,0.027777778
2756,MV,MD,2,T2,Treatment,1,MD_MV_2,30,0.033333333
2757,MV,ME,1,T2,Treatment,3,ME_MV_1,43,0.069767442
2758,MV,MH,1,T2,Treatment,2,MH_MV_1,36,0.055555556
2759,MV,MK,2,T2,Treatment,1,MK_MV_2,37,0.027027027
2760,MV,MO,2,T2,Treatment,1,MO_MV_2,34,0.029411765
2761,MV,MT,1,T2,Treatment,2,MT_MV_1,33,0.060606061
2762,MX,LA,2,T2,Treatment,8,LA_MX_2,46,0.173913043
2763,MX,LC,1,T2,Treatment,1,LC_MX_1,40,0.025
2764,MX,LD,1,T2,Treatment,4,LD_MX_1,46,0.086956522
2765,MX,LD,2,T2,Treatment,6,LD_MX_2,47,0.127659574
2766,MX,LH,1,T2,Treatment,1,LH_MX_1,40,0.025
2767,MX,LK,2,T2,Treatment,1,LK_MX_2,45,0.022222222
2768,MX,LL,1,T2,Treatment,4,LL_MX_1,44,0.090909091
2769,MX,LO,1,T2,Treatment,4,LO_MX_1,42,0.095238095
2770,MX,LP,2,T2,Treatment,1,LP_MX_2,45,0.022222222
2771,MX,LS,1,T2,Treatment,1,LS_MX_1,35,0.028571429
2772,MX,LS,2,T2,Treatment,2,LS_MX_2,43,0.046511628
2773,MX,LT,2,T2,Treatment,2,LT_MX_2,45,0.044444444
2774,MX,LU,2,T2,Treatment,5,LU_MX_2,46,0.108695652
2775,MX,LV,1,T2,Treatment,1,LV_MX_1,45,0.022222222
2776,MX,LV,2,T2,Treatment,3,LV_MX_2,45,0.066666667
2777,MX,LX,1,T2,Treatment,3,LX_MX_1,45,0.066666667
2778,MX,LX,2,T2,Treatment,3,LX_MX_2,48,0.0625
2779,MX,LZ,2,T2,Treatment,1,LZ_MX_2,45,0.022222222
2780,MX,MA,1,T2,Treatment,1,MA_MX_1,35,0.028571429
2781,MX,MD,1,T2,Treatment,2,MD_MX_1,38,0.052631579
2782,MX,MD,2,T2,Treatment,2,MD_MX_2,42,0.047619048
2783,MX,ME,2,T2,Treatment,1,ME_MX_2,45,0.022222222
2784,MX,MH,2,T2,Treatment,1,MH_MX_2,40,0.025
2785,MX,MK,1,T2,Treatment,1,MK_MX_1,36,0.027777778
2786,MX,MK,2,T2,Treatment,3,MK_MX_2,43,0.069767442
2787,MX,MO,1,T2,Treatment,2,MO_MX_1,37,0.054054054
2788,MX,MO,2,T2,Treatment,3,MO_MX_2,42,0.071428571
2789,MX,MP,2,T2,Treatment,5,MP_MX_2,43,0.11627907
2790,MX,MS,2,T2,Treatment,1,MS_MX_2,44,0.022727273
2791,MX,MT,1,T2,Treatment,1,MT_MX_1,28,0.035714286
2792,MX,MU,1,T2,Treatment,1,MU_MX_1,37,0.027027027
2793,MX,MU,2,T2,Treatment,1,MU_MX_2,42,0.023809524
2794,MX,MZ,1,T2,Treatment,1,MX_MZ_1,38,0.026315789
2795,MZ,LC,1,T2,Treatment,2,LC_MZ_1,42,0.047619048
2796,MZ,LC,2,T2,Treatment,6,LC_MZ_2,47,0.127659574
2797,MZ,LD,1,T2,Treatment,1,LD_MZ_1,45,0.022222222
2798,MZ,LD,2,T2,Treatment,2,LD_MZ_2,48,0.041666667
2799,MZ,LH,1,T2,Treatment,2,LH_MZ_1,45,0.044444444
2800,MZ,LH,2,T2,Treatment,2,LH_MZ_2,48,0.041666667
2801,MZ,LK,1,T2,Treatment,2,LK_MZ_1,41,0.048780488
2802,MZ,LK,2,T2,Treatment,1,LK_MZ_2,45,0.022222222
2803,MZ,LL,1,T2,Treatment,2,LL_MZ_1,46,0.043478261
2804,MZ,LL,2,T2,Treatment,2,LL_MZ_2,46,0.043478261
2805,MZ,LO,2,T2,Treatment,4,LO_MZ_2,48,0.083333333
2806,MZ,LS,1,T2,Treatment,1,LS_MZ_1,38,0.026315789
2807,MZ,LS,2,T2,Treatment,1,LS_MZ_2,45,0.022222222
2808,MZ,LT,1,T2,Treatment,1,LT_MZ_1,45,0.022222222
2809,MZ,LU,1,T2,Treatment,5,LU_MZ_1,40,0.125
2810,MZ,LU,2,T2,Treatment,1,LU_MZ_2,46,0.02173913
2811,MZ,LV,1,T2,Treatment,2,LV_MZ_1,46,0.043478261
2812,MZ,LV,2,T2,Treatment,3,LV_MZ_2,45,0.066666667
2813,MZ,LX,2,T2,Treatment,7,LX_MZ_2,48,0.145833333
2814,MZ,LZ,1,T2,Treatment,2,LZ_MZ_1,41,0.048780488
2815,MZ,MA,1,T2,Treatment,1,MA_MZ_1,38,0.026315789
2816,MZ,MK,2,T2,Treatment,2,MK_MZ_2,46,0.043478261
2817,MZ,MO,2,T2,Treatment,1,MO_MZ_2,45,0.022222222
2818,MZ,MS,1,T2,Treatment,1,MS_MZ_1,37,0.027027027
2819,MZ,MX,1,T2,Treatment,1,MX_MZ_1,38,0.026315789
2820,OA,EC,1,C3,Control,1,EC_OA_1,43,0.023255814
2821,OA,EK,2,C3,Control,5,EK_OA_2,38,0.131578947
2822,OA,EM,2,C3,Control,2,EM_OA_2,40,0.05
2823,OA,EP,1,C3,Control,1,EP_OA_1,41,0.024390244
2824,OA,ES,1,C3,Control,1,ES_OA_1,26,0.038461538
2825,OA,EV,1,C3,Control,2,EV_OA_1,39,0.051282051
2826,OA,EV,2,C3,Control,1,EV_OA_2,32,0.03125
2827,OA,EX,2,C3,Control,9,EX_OA_2,46,0.195652174
2828,OA,EZ,1,C3,Control,1,EZ_OA_1,42,0.023809524
2829,OA,OH,1,C3,Control,2,OA_OH_1,36,0.055555556
2830,OA,OH,2,C3,Control,1,OA_OH_2,45,0.022222222
2831,OA,OK,2,C3,Control,1,OA_OK_2,34,0.029411765
2832,OA,OO,2,C3,Control,7,OA_OO_2,46,0.152173913
2833,OA,OS,2,C3,Control,4,OA_OS_2,36,0.111111111
2834,OA,OT,2,C3,Control,1,OA_OT_2,33,0.03030303
2835,OA,OU,1,C3,Control,1,OA_OU_1,28,0.035714286
2836,OA,OX,1,C3,Control,1,OA_OX_1,28,0.035714286
2837,OA,OZ,1,C3,Control,1,OA_OZ_1,25,0.04
2838,OC,EA,2,C3,Control,4,EA_OC_2,37,0.108108108
2839,OC,EC,1,C3,Control,3,EC_OC_1,45,0.066666667
2840,OC,EC,2,C3,Control,1,EC_OC_2,39,0.025641026
2841,OC,ED,1,C3,Control,1,ED_OC_1,40,0.025
2842,OC,EK,2,C3,Control,1,EK_OC_2,39,0.025641026
2843,OC,EL,2,C3,Control,1,EL_OC_2,43,0.023255814
2844,OC,EM,2,C3,Control,2,EM_OC_2,44,0.045454545
2845,OC,EP,1,C3,Control,1,EP_OC_1,41,0.024390244
2846,OC,ES,2,C3,Control,5,ES_OC_2,37,0.135135135
2847,OC,EV,2,C3,Control,1,EV_OC_2,38,0.026315789
2848,OC,EX,2,C3,Control,1,EX_OC_2,46,0.02173913
2849,OC,EZ,2,C3,Control,2,EZ_OC_2,39,0.051282051
2850,OC,OH,1,C3,Control,1,OC_OH_1,41,0.024390244
2851,OC,OH,2,C3,Control,2,OC_OH_2,45,0.044444444
2852,OC,OK,2,C3,Control,2,OC_OK_2,32,0.0625
2853,OC,OM,2,C3,Control,1,OC_OM_2,38,0.026315789
2854,OC,OT,2,C3,Control,1,OC_OT_2,34,0.029411765
2855,OD,EC,1,C3,Control,2,EC_OD_1,43,0.046511628
2856,OD,EK,1,C3,Control,3,EK_OD_1,41,0.073170732
2857,OD,EL,2,C3,Control,5,EL_OD_2,40,0.125
2858,OD,EM,2,C3,Control,1,EM_OD_2,36,0.027777778
2859,OD,EP,2,C3,Control,1,EP_OD_2,39,0.025641026
2860,OD,ET,1,C3,Control,1,ET_OD_1,31,0.032258065
2861,OD,EU,1,C3,Control,2,EU_OD_1,42,0.047619048
2862,OD,EX,1,C3,Control,1,EX_OD_1,47,0.021276596
2863,OD,EZ,1,C3,Control,2,EZ_OD_1,42,0.047619048
2864,OD,OL,2,C3,Control,1,OD_OL_2,44,0.022727273
2865,OD,OP,1,C3,Control,1,OD_OP_1,36,0.027777778
2866,OD,OU,1,C3,Control,1,OD_OU_1,34,0.029411765
2867,OD,OX,1,C3,Control,1,OD_OX_1,33,0.03030303
2868,OH,EC,1,C3,Control,5,EC_OH_1,45,0.111111111
2869,OH,ED,2,C3,Control,3,ED_OH_2,43,0.069767442
2870,OH,EK,2,C3,Control,1,EK_OH_2,46,0.02173913
2871,OH,EL,1,C3,Control,1,EL_OH_1,45,0.022222222
2872,OH,EL,2,C3,Control,2,EL_OH_2,47,0.042553191
2873,OH,EM,1,C3,Control,2,EM_OH_1,41,0.048780488
2874,OH,EM,2,C3,Control,3,EM_OH_2,45,0.066666667
2875,OH,EP,1,C3,Control,1,EP_OH_1,44,0.022727273
2876,OH,EP,2,C3,Control,1,EP_OH_2,45,0.022222222
2877,OH,ES,1,C3,Control,1,ES_OH_1,38,0.026315789
2878,OH,ES,2,C3,Control,4,ES_OH_2,43,0.093023256
2879,OH,ET,1,C3,Control,1,ET_OH_1,38,0.026315789
2880,OH,ET,2,C3,Control,3,ET_OH_2,46,0.065217391
2881,OH,EU,1,C3,Control,6,EU_OH_1,44,0.136363636
2882,OH,EV,1,C3,Control,3,EV_OH_1,42,0.071428571
2883,OH,EX,2,C3,Control,2,EX_OH_2,48,0.041666667
2884,OH,EZ,1,C3,Control,1,EZ_OH_1,45,0.022222222
2885,OH,EZ,2,C3,Control,6,EZ_OH_2,46,0.130434783
2886,OH,OA,1,C3,Control,2,OA_OH_1,36,0.055555556
2887,OH,OA,2,C3,Control,1,OA_OH_2,45,0.022222222
2888,OH,OC,1,C3,Control,1,OC_OH_1,41,0.024390244
2889,OH,OC,2,C3,Control,2,OC_OH_2,45,0.044444444
2890,OH,OK,2,C3,Control,1,OH_OK_2,43,0.023255814
2891,OH,OL,1,C3,Control,1,OH_OL_1,44,0.022727273
2892,OH,OL,2,C3,Control,1,OH_OL_2,47,0.021276596
2893,OH,OO,1,C3,Control,1,OH_OO_1,39,0.025641026
2894,OH,OP,2,C3,Control,1,OH_OP_2,42,0.023809524
2895,OH,OS,2,C3,Control,2,OH_OS_2,46,0.043478261
2896,OH,OU,2,C3,Control,5,OH_OU_2,46,0.108695652
2897,OH,OZ,2,C3,Control,3,OH_OZ_2,46,0.065217391
2898,OK,EC,2,C3,Control,2,EC_OK_2,36,0.055555556
2899,OK,ED,1,C3,Control,1,ED_OK_1,42,0.023809524
2900,OK,EK,2,C3,Control,1,EK_OK_2,36,0.027777778
2901,OK,EL,1,C3,Control,1,EL_OK_1,41,0.024390244
2902,OK,EM,1,C3,Control,5,EM_OK_1,40,0.125
2903,OK,EP,1,C3,Control,1,EP_OK_1,43,0.023255814
2904,OK,EP,2,C3,Control,2,EP_OK_2,41,0.048780488
2905,OK,ES,1,C3,Control,2,ES_OK_1,29,0.068965517
2906,OK,ES,2,C3,Control,1,ES_OK_2,35,0.028571429
2907,OK,ET,1,C3,Control,3,ET_OK_1,31,0.096774194
2908,OK,EU,1,C3,Control,3,EU_OK_1,45,0.066666667
2909,OK,EX,1,C3,Control,2,EX_OK_1,47,0.042553191
2910,OK,EX,2,C3,Control,1,EX_OK_2,46,0.02173913
2911,OK,EZ,2,C3,Control,4,EZ_OK_2,39,0.102564103
2912,OK,OA,2,C3,Control,1,OA_OK_2,34,0.029411765
2913,OK,OC,2,C3,Control,2,OC_OK_2,32,0.0625
2914,OK,OH,2,C3,Control,1,OH_OK_2,43,0.023255814
2915,OK,OL,1,C3,Control,2,OK_OL_1,39,0.051282051
2916,OK,OL,2,C3,Control,2,OK_OL_2,40,0.05
2917,OK,OM,2,C3,Control,1,OK_OM_2,35,0.028571429
2918,OK,OP,2,C3,Control,2,OK_OP_2,28,0.071428571
2919,OK,OS,1,C3,Control,1,OK_OS_1,40,0.025
2920,OK,OS,2,C3,Control,2,OK_OS_2,39,0.051282051
2921,OK,OT,1,C3,Control,4,OK_OT_1,39,0.102564103
2922,OK,OU,2,C3,Control,1,OK_OU_2,37,0.027027027
2923,OK,OZ,2,C3,Control,1,OK_OZ_2,36,0.027777778
2924,OL,EK,1,C3,Control,3,EK_OL_1,46,0.065217391
2925,OL,EK,2,C3,Control,1,EK_OL_2,45,0.022222222
2926,OL,EL,1,C3,Control,2,EL_OL_1,44,0.045454545
2927,OL,EL,2,C3,Control,3,EL_OL_2,46,0.065217391
2928,OL,EM,1,C3,Control,3,EM_OL_1,42,0.071428571
2929,OL,EM,2,C3,Control,3,EM_OL_2,45,0.066666667
2930,OL,EP,1,C3,Control,4,EP_OL_1,42,0.095238095
2931,OL,EP,2,C3,Control,3,EP_OL_2,46,0.065217391
2932,OL,ET,1,C3,Control,1,ET_OL_1,37,0.027027027
2933,OL,ET,2,C3,Control,1,ET_OL_2,44,0.022727273
2934,OL,EU,1,C3,Control,2,EU_OL_1,45,0.044444444
2935,OL,EU,2,C3,Control,14,EU_OL_2,47,0.29787234
2936,OL,EV,1,C3,Control,6,EV_OL_1,41,0.146341463
2937,OL,EV,2,C3,Control,2,EV_OL_2,44,0.045454545
2938,OL,EX,2,C3,Control,2,EX_OL_2,48,0.041666667
2939,OL,EZ,1,C3,Control,7,EZ_OL_1,46,0.152173913
2940,OL,EZ,2,C3,Control,5,EZ_OL_2,45,0.111111111
2941,OL,OD,2,C3,Control,1,OD_OL_2,44,0.022727273
2942,OL,OH,1,C3,Control,1,OH_OL_1,44,0.022727273
2943,OL,OH,2,C3,Control,2,OH_OL_2,47,0.042553191
