"Fire","SP","Group","Date","UTM1","UTM2","Bird1","Bird2"
"MAIN","PRE",49,"27-Jun-14",NA,NA,"EEF","FFG"
"MAIN","PRE",50,"27-Jun-14",731348,8559713,"GWE","YBY"
"EARLY","POST",52,"28-Jun-14",731238,8563182,"YWB","GGE"
"EARLY","POST",54,"28-Jun-14",732327,8563871,"AGG","UNBKathleens"
"EARLY","POST",55,"28-Jun-14",731715,8563214,"BAB","FFW"
"EARLY","POST",56,"28-Jun-14",731752,8563212,"BAB","FFW"
"MAIN","PRE",58,"30-Jun-14",731406,8559572,"WYA","FFG"
"MAIN","PRE",59,"30-Jun-14",731353,8559598,"WYA","FFG"
"MAIN","PRE",60,"30-Jun-14",731329,8559678,"WYA","FFG"
"MAIN","PRE",61,"1-Jul-14",731422,8559484,"WYA","FFG"
"MAIN","PRE",62,"1-Jul-14",731383,8559600,"WYA","FFG"
"EARLY","POST",63,"1-Jul-14",731198,8562900,"GGE","FEA"
"EARLY","POST",64,"2-Jul-14",731244,8562874,"YWB","GGE"
"EARLY","POST",65,"2-Jul-14",731262,8562867,"FEA","YWB"
"MAIN","PRE",66,"3-Jul-14",731457,8559806,"FFG","YBY"
"EARLY","POST",67,"3-Jul-14",731259,8562734,"GGE","FEA"
"EARLY","POST",68,"3-Jul-14",731738,8563230,"BAB","YYE"
"MAIN","PRE",71,"4-Jul-14",731547,8560946,"AGF","WBW"
"MAIN","PRE",72,"5-Jul-14",731092,8561037,"YYF","BWA"
"MAIN","PRE",73,"5-Jul-14",731522,8559824,"FFG","WYA"
"EARLY","POST",77,"7-Jul-14",731186,8562798,"FEA","GGE"
"MAIN","PRE",78,"7-Jul-14",731262,8561415,"YYF","BWA"
"MAIN","PRE",82,"13-Jul-14",731543,8560826,"AGF","WBW"
"MAIN","PRE",84,"13-Jul-14",731648,8561030,"AGF","WBW"
"EARLY","POST",88,"14-Jul-14",731721,8563208,"FEA","GGE"
"EARLY","POST",89,"15-Jul-14",731734,8563158,"FEA","GGE"
"MAIN","PRE",90,"16-Jul-14",731574,8560844,"GYW","AGF"
"MAIN","PRE",94,"17-Jul-14",731692,8560988,"AGF","WBW"
"EARLY","POST",95,"17-Jul-14",731261,8562735,"FEA","YWB"
"EARLY","POST",99,"19-Jul-14",731250,8562822,"FEA","YWB"
"EARLY","POST",100,"19-Jul-14",731270,8562804,"FEA","YWB"
"EARLY","POST",101,"20-Jul-14",730574,8560198,"BAF","WEY"
"EARLY","POST",102,"20-Jul-14",730575,8560168,"BAF","WEY"
"EARLY","POST",103,"20-Jul-14",730607,8560216,"BAF","WEY"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"WYW","BBF"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"BBF","BWA"
"EARLY","POST",109,"21-Jul-14",730539,8563350,"EWW","EGE"
"EARLY","POST",110,"21-Jul-14",730928,8563334,"EWW","EGE"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"AAY","EWE"
"MAIN","POST",113,"21-Jul-14",730561,8560074,"WEY","YFE"
"EARLY","POST",116,"22-Jul-14",730829,8563228,"EWW","EGE"
"EARLY","POST",121,"24-Jul-14",730833,8563220,"EWW","EGE"
"EARLY","POST",122,"23-Jul-14",730858,8563318,"EWW","EGE"
"EARLY","POST",123,"23-Jul-14",731268,8562724,"FEA","YWB"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"YEY","WGW"
"MAIN","POST",125,"23-Jul-14",730544,8559984,"YFE","EXE"
"MAIN","PRE",126,NA,731056,8562358,"EWE","AAY"
"MAIN","PRE",127,NA,731108,8532354,"EWE","AAY"
"MAIN","PRE",128,NA,731152,8562344,"EWE","AAY"
"MAIN","PRE",129,NA,731192,8562324,"EWE","AAY"
"MAIN","PRE",130,NA,731262,8562304,"EWE","AAY"
"MAIN","PRE",131,NA,731277,8562214,"EWE","AAY"
"MAIN","PRE",132,NA,731234,8562218,"EWE","AAY"
"MAIN","POST",134,"24-Jul-14",731137,8561628,"WFW","WYW"
"MAIN","POST",136,"24-Jul-14",731281,8561582,"WFW","AWW"
"EARLY","POST",138,"24-Jul-14",731253,8562840,"FEA","YWB"
"EARLY","POST",139,"24-Jul-14",731444,8562835,"FEA","YWB"
"EARLY","POST",140,"24-Jul-14",731258,8562738,"FEA","YWB"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"YFE","WEY"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"YFE","WEY"
"MAIN","POST",145,"26-Jul-14",731225,8561518,"AAA","WYW"
"MAIN","POST",147,"26-Jul-14",731256,8561623,"WFW","WYW"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YYF","YFE"
"MAIN","POST",149,"26-Jul-14",731675,8560991,"WBW","GAG"
"MAIN","POST",150,"27-Jul-14",731142,8562160,"EWE","FYA"
"MAIN","POST",151,"27-Jul-14",731267,8561506,"AAA","WYW"
"EARLY","POST",152,"27-Jul-14",731185,8563272,"FEA","YWB"
"MAIN","POST",153,"27-Jul-14",730907,8563322,"AFF","EWW"
"MAIN","POST",154,"27-Jul-14",731778,8562387,"GEG","GGA"
"MAIN","POST",155,"28-Jul-14",731007,8562184,"AAY","EWE"
"MAIN","POST",156,"29-Jul-14",730498,8559996,"YFE","XXX"
"EARLY","POST",157,"29-Jul-14",730846,8563274,"EGE","EWW"
"EARLY","POST",158,"29-Jul-14",730912,8563248,"EGE","EWW"
"MAIN","POST",160,"31-Jul-14",731237,8561513,"WYW","YEW"
"MAIN","POST",162,"2-Aug-14",730881,8562124,"FYA","EWE"
"MAIN","POST",163,"3-Aug-14",731089,8562200,"EWE","FYA"
"MAIN","POST",164,"3-Aug-14",731440,8559556,"WYA","FFG"
"MAIN","POST",165,"3-Aug-14",731400,8559576,"WYA","FFG"
"MAIN","POST",166,"3-Aug-14",731108,8560940,"YYF","EGW"
"EARLY","POST",167,"3-Aug-14",731267,8563263,"FEA","YWB"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"YEY","WGW"
"MAIN","POST",173,"13-Aug-14",731641,8561037,"AGF","WBW"
"MAIN","POST",174,"14-Aug-14",731409,8559540,"GWE","WYA"
"MAIN","POST",175,"26-Jul-14",NA,NA,"GEG","GGA"
"Y","Pre",5,"16-May-13",732353,8562049,"EAF","GGA"
"N","Pre",7,"19-May-13",731338,8562206,"AAY","BYY"
"N","Pre",34,"11-Jun-13",730797,8562632,"GFY","AFF"
"N","Pre",51,"23-Jun-13",NA,NA,"YAF","BWY"
"N","Pre",55,"24-Jun-13",730370,8560080,"YFE","GYG"
"N","Pre",71,"29-Jun-13",731152,8561421,"AAA","WYW"
"Y","Post",91,"13-Jul-13",730959,8563326,"FEA","YWB"
"Y","Post",103,"15-Jul-13",731149,8563146,"GGE","YWB"
"Y","Post",109,"16-Jul-13",731812,8562834,"BWB","BAB"
"N","Post",111,"18-Jul-13",731053,8561282,"YEW","FWA"
"N","Post",117,"19-Jul-13",731186,8561456,"YEW","BFW"
"Y","Post",122,"21-Jul-13",731931,8562593,"XXF","BAB"
"Y","Post",145,"28-Jul-13",731504,8561133,"XXY","EEW"
"Y","Post",151,"1-Aug-13",731993,8562576,"FAF","EAA"
"Y","Post",160,"5-Aug-13",730771,8563581,"AWG","EGE"
"N","Post",161,"6-Aug-13",731003,8561555,"YEW","WYW"
"Y","Post",163,"7-Aug-13",731217,8563128,"AFY","FEA"
"Y","Post",164,"7-Aug-13",731864,8562924,"BAG","UNB2"
"N","Post",173,"23-Aug-13",730612,8562128,"BWY","GFY"
"MAIN","PRE",3,"15-Jun-14",731050,8561318,"EGW","BBF"
"EARLY","PRE",33,"24-Jun-14",731030,8561187,"EGW","YYF"
"EARLY","POST",39,"26-Jun-14",731752,8563212,"FFW","XXW"
"EARLY","POST",44,"27-Jun-14",731109,8563069,"FEA","GGE"
"EARLY","POST",45,"27-Jun-14",731102,8563069,"FEA","GGE"
"MAIN","PRE",49,"27-Jun-14",NA,NA,"EEF","GWE"
"EARLY","POST",52,"28-Jun-14",731238,8563182,"YWB","FEA"
"EARLY","POST",54,"28-Jun-14",732327,8563871,"AGG","UNBAEG"
"MAIN","PRE",58,"30-Jun-14",731406,8559572,"WYA","YBY"
"MAIN","PRE",59,"30-Jun-14",731353,8559598,"WYA","YBY"
"MAIN","PRE",60,"30-Jun-14",731329,8559678,"WYA","YBY"
"MAIN","PRE",61,"1-Jul-14",731422,8559484,"WYA","YBY"
"MAIN","PRE",62,"1-Jul-14",731383,8559600,"WYA","YBY"
"EARLY","POST",63,"1-Jul-14",731198,8562900,"GGE","YWB"
"EARLY","POST",64,"2-Jul-14",731244,8562874,"YWB","FEA"
"EARLY","POST",65,"2-Jul-14",731262,8562867,"FEA","GGE"
"EARLY","POST",67,"3-Jul-14",731259,8562734,"GGE","YWB"
"MAIN","PRE",72,"5-Jul-14",731092,8561037,"YYF","EGW"
"MAIN","PRE",73,"5-Jul-14",731522,8559824,"FFG","YBY"
"EARLY","POST",77,"7-Jul-14",731186,8562798,"FEA","FBF"
"MAIN","PRE",78,"7-Jul-14",731262,8561415,"YYF","EGW"
"EARLY","POST",88,"14-Jul-14",731721,8563208,"FEA","FBF"
"EARLY","POST",89,"15-Jul-14",731734,8563158,"FEA","FBF"
"EARLY","POST",95,"17-Jul-14",731261,8562735,"FEA","FBF"
"EARLY","POST",99,"19-Jul-14",731250,8562822,"FEA","FBF"
"EARLY","POST",100,"19-Jul-14",731270,8562804,"FEA","FBF"
"EARLY","POST",101,"20-Jul-14",730574,8560198,"BAF","XXX"
"EARLY","POST",102,"20-Jul-14",730575,8560168,"BAF","XXX"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"WYW","YYF"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"BBF","YYF"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"AAY","FYA"
"EARLY","POST",123,"23-Jul-14",731268,8562724,"FEA","AFY"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"YEY","UNB1"
"MAIN","POST",125,"23-Jul-14",730544,8559984,"YFE","XXX"
"MAIN","POST",134,"24-Jul-14",731137,8561628,"WFW","AWW"
"EARLY","POST",138,"24-Jul-14",731253,8562840,"FEA","AFY"
"EARLY","POST",139,"24-Jul-14",731444,8562835,"FEA","AFY"
"EARLY","POST",140,"24-Jul-14",731258,8562738,"FEA","AFY"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"YFE","XXX"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"YFE","XXX"
"MAIN","POST",147,"26-Jul-14",731256,8561623,"WFW","YEW"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YYF","BWA"
"MAIN","POST",149,"26-Jul-14",731675,8560991,"WBW","XXY"
"EARLY","POST",152,"27-Jul-14",731185,8563272,"FEA","AFY"
"MAIN","POST",154,"27-Jul-14",731778,8562387,"GEG","EYF"
"MAIN","POST",156,"29-Jul-14",730498,8559996,"YFE","EXE"
"MAIN","POST",164,"3-Aug-14",731440,8559556,"WYA","YBY"
"MAIN","POST",165,"3-Aug-14",731400,8559576,"WYA","YBY"
"MAIN","POST",166,"3-Aug-14",731108,8560940,"YYF","BWA"
"EARLY","POST",167,"3-Aug-14",731267,8563263,"FEA","AFY"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"YEY","UNB1"
"MAIN","POST",174,"14-Aug-14",731409,8559540,"GWE","FFG"
"MAIN","POST",175,"26-Jul-14",NA,NA,"GEG","EYF"
"N","Pre",34,"11-Jun-13",730797,8562632,"GFY","BEY"
"N","Pre",71,"29-Jun-13",731152,8561421,"AAA","BBF"
"Y","Post",91,"13-Jul-13",730959,8563326,"FEA","BEE"
"Y","Post",109,"16-Jul-13",731812,8562834,"BWB","XXF"
"N","Post",111,"18-Jul-13",731053,8561282,"YEW","BAA"
"Y","Post",122,"21-Jul-13",731931,8562593,"XXF","BWB"
"Y","Post",151,"1-Aug-13",731993,8562576,"FAF","XXF"
"Y","Post",160,"5-Aug-13",730771,8563581,"AWG","FBF"
"Y","Post",164,"7-Aug-13",731864,8562924,"BAG","FAF"
"EARLY","POST",44,"27-Jun-14",731109,8563069,"FEA","YWB"
"EARLY","POST",45,"27-Jun-14",731102,8563069,"FEA","YWB"
"MAIN","PRE",49,"27-Jun-14",NA,NA,"EEF","YBY"
"EARLY","POST",52,"28-Jun-14",731238,8563182,"YWB","FBF"
"MAIN","PRE",58,"30-Jun-14",731406,8559572,"WYA","EEF"
"MAIN","PRE",59,"30-Jun-14",731353,8559598,"WYA","EEF"
"MAIN","PRE",60,"30-Jun-14",731329,8559678,"WYA","EEF"
"MAIN","PRE",61,"1-Jul-14",731422,8559484,"WYA","EEF"
"MAIN","PRE",62,"1-Jul-14",731383,8559600,"WYA","EEF"
"EARLY","POST",63,"1-Jul-14",731198,8562900,"GGE","AFY"
"EARLY","POST",64,"2-Jul-14",731244,8562874,"YWB","FBF"
"EARLY","POST",65,"2-Jul-14",731262,8562867,"FEA","FBF"
"EARLY","POST",67,"3-Jul-14",731259,8562734,"GGE","AFY"
"EARLY","POST",77,"7-Jul-14",731186,8562798,"FEA","YWB"
"EARLY","POST",88,"14-Jul-14",731721,8563208,"FEA","YWB"
"EARLY","POST",89,"15-Jul-14",731734,8563158,"FEA","YWB"
"EARLY","POST",95,"17-Jul-14",731261,8562735,"FEA","GGE"
"EARLY","POST",99,"19-Jul-14",731250,8562822,"FEA","GGE"
"EARLY","POST",100,"19-Jul-14",731270,8562804,"FEA","GGE"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"WYW","BWA"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"BBF","EGW"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"AAY","AAY"
"EARLY","POST",123,"23-Jul-14",731268,8562724,"FEA","GGE"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"YEY","UNB2"
"MAIN","POST",125,"23-Jul-14",730544,8559984,"YFE","WEY"
"MAIN","POST",134,"24-Jul-14",731137,8561628,"WFW","YEW"
"EARLY","POST",138,"24-Jul-14",731253,8562840,"FEA","GGE"
"EARLY","POST",139,"24-Jul-14",731444,8562835,"FEA","GGE"
"EARLY","POST",140,"24-Jul-14",731258,8562738,"FEA","GGE"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"YFE","EXE"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"YFE","EXE"
"MAIN","POST",147,"26-Jul-14",731256,8561623,"WFW","AWW"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YYF","EGW"
"MAIN","POST",149,"26-Jul-14",731675,8560991,"WBW","GYW"
"EARLY","POST",152,"27-Jul-14",731185,8563272,"FEA","GGE"
"MAIN","POST",164,"3-Aug-14",731440,8559556,"WYA","GWE"
"MAIN","POST",165,"3-Aug-14",731400,8559576,"WYA","GWE"
"MAIN","POST",166,"3-Aug-14",731108,8560940,"YYF","BBF"
"EARLY","POST",167,"3-Aug-14",731267,8563263,"FEA","GGE"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"YEY","UNB2"
"MAIN","POST",174,"14-Aug-14",731409,8559540,"GWE","YBY"
"N","Pre",71,"29-Jun-13",731152,8561421,"AAA","WEF"
"Y","Post",91,"13-Jul-13",730959,8563326,"FEA","FBF"
"Y","Post",109,"16-Jul-13",731812,8562834,"BWB","UNB1"
"N","Post",111,"18-Jul-13",731053,8561282,"YEW","WEW"
"Y","Post",122,"21-Jul-13",731931,8562593,"XXF","UNB1"
"Y","Post",151,"1-Aug-13",731993,8562576,"FAF","BWB"
"Y","Post",160,"5-Aug-13",730771,8563581,"AWG","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"BAG","XXF"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"WYW","EGW"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"BBF","WYW"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"AAY","YEW"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"YEY","UNB3"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"YFE","GYG"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"YFE","GYG"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YYF","BBF"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"YEY","UNB3"
"Y","Post",91,"13-Jul-13",730959,8563326,"FEA","EGE"
"Y","Post",109,"16-Jul-13",731812,8562834,"BWB","UNB2"
"Y","Post",122,"21-Jul-13",731931,8562593,"XXF","UNB2"
"Y","Post",151,"1-Aug-13",731993,8562576,"FAF","EBW"
"Y","Post",164,"7-Aug-13",731864,8562924,"BAG","BAB"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"WYW","BAA"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"YEY","WFY"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"YFE","XAY"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"YFE","XAY"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"YEY","WFY"
"Y","Post",91,"13-Jul-13",730959,8563326,"FEA","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"BAG","BWB"
"Y","Pre",5,"16-May-13",732353,8562049,"YWE","GGA"
"N","Pre",7,"19-May-13",731338,8562206,"EFE","BYY"
"N","Pre",34,"11-Jun-13",730797,8562632,"YBF","AFF"
"N","Pre",51,"23-Jun-13",NA,NA,"FWF","BWY"
"N","Pre",55,"24-Jun-13",730370,8560080,"BAF","GYG"
"N","Pre",71,"29-Jun-13",731152,8561421,"BFW","WYW"
"Y","Post",91,"13-Jul-13",730959,8563326,"BYG","YWB"
"Y","Post",103,"15-Jul-13",731149,8563146,"AFY","YWB"
"Y","Post",109,"16-Jul-13",731812,8562834,"BAG","BAB"
"N","Post",111,"18-Jul-13",731053,8561282,"BFW","FWA"
"N","Post",117,"19-Jul-13",731186,8561456,"AAA","BFW"
"Y","Post",122,"21-Jul-13",731931,8562593,"BAG","BAB"
"Y","Post",145,"28-Jul-13",731504,8561133,"GYW","EEW"
"Y","Post",151,"1-Aug-13",731993,8562576,"BAG","EAA"
"Y","Post",160,"5-Aug-13",730771,8563581,"BEE","EGE"
"N","Post",161,"6-Aug-13",731003,8561555,"BFW","WYW"
"Y","Post",163,"7-Aug-13",731217,8563128,"GGE","FEA"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB1","UNB2"
"N","Post",173,"23-Aug-13",730612,8562128,"EYE","GFY"
"MAIN","PRE",3,"15-Jun-14",731050,8561318,"YYF","BBF"
"EARLY","PRE",33,"24-Jun-14",731030,8561187,"BWA","YYF"
"EARLY","POST",39,"26-Jun-14",731752,8563212,"BAB","XXW"
"EARLY","POST",44,"27-Jun-14",731109,8563069,"FBF","GGE"
"EARLY","POST",45,"27-Jun-14",731102,8563069,"FBF","GGE"
"MAIN","PRE",49,"27-Jun-14",NA,NA,"FFG","GWE"
"EARLY","POST",52,"28-Jun-14",731238,8563182,"GGE","FEA"
"EARLY","POST",54,"28-Jun-14",732327,8563871,"UNBKathleens","UNBAEG"
"MAIN","PRE",58,"30-Jun-14",731406,8559572,"FFG","YBY"
"MAIN","PRE",59,"30-Jun-14",731353,8559598,"FFG","YBY"
"MAIN","PRE",60,"30-Jun-14",731329,8559678,"FFG","YBY"
"MAIN","PRE",61,"1-Jul-14",731422,8559484,"FFG","YBY"
"MAIN","PRE",62,"1-Jul-14",731383,8559600,"FFG","YBY"
"EARLY","POST",63,"1-Jul-14",731198,8562900,"FEA","YWB"
"EARLY","POST",64,"2-Jul-14",731244,8562874,"GGE","FEA"
"EARLY","POST",65,"2-Jul-14",731262,8562867,"YWB","GGE"
"EARLY","POST",67,"3-Jul-14",731259,8562734,"FEA","YWB"
"MAIN","PRE",72,"5-Jul-14",731092,8561037,"BWA","EGW"
"MAIN","PRE",73,"5-Jul-14",731522,8559824,"WYA","YBY"
"EARLY","POST",77,"7-Jul-14",731186,8562798,"GGE","FBF"
"MAIN","PRE",78,"7-Jul-14",731262,8561415,"BWA","EGW"
"EARLY","POST",88,"14-Jul-14",731721,8563208,"GGE","FBF"
"EARLY","POST",89,"15-Jul-14",731734,8563158,"GGE","FBF"
"EARLY","POST",95,"17-Jul-14",731261,8562735,"YWB","FBF"
"EARLY","POST",99,"19-Jul-14",731250,8562822,"YWB","FBF"
"EARLY","POST",100,"19-Jul-14",731270,8562804,"YWB","FBF"
"EARLY","POST",101,"20-Jul-14",730574,8560198,"WEY","XXX"
"EARLY","POST",102,"20-Jul-14",730575,8560168,"WEY","XXX"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"BBF","YYF"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"BWA","YYF"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"EWE","FYA"
"EARLY","POST",123,"23-Jul-14",731268,8562724,"YWB","AFY"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"WGW","UNB1"
"MAIN","POST",125,"23-Jul-14",730544,8559984,"EXE","XXX"
"MAIN","POST",134,"24-Jul-14",731137,8561628,"WYW","AWW"
"EARLY","POST",138,"24-Jul-14",731253,8562840,"YWB","AFY"
"EARLY","POST",139,"24-Jul-14",731444,8562835,"YWB","AFY"
"EARLY","POST",140,"24-Jul-14",731258,8562738,"YWB","AFY"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"WEY","XXX"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"WEY","XXX"
"MAIN","POST",147,"26-Jul-14",731256,8561623,"WYW","YEW"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YFE","BWA"
"MAIN","POST",149,"26-Jul-14",731675,8560991,"GAG","XXY"
"EARLY","POST",152,"27-Jul-14",731185,8563272,"YWB","AFY"
"MAIN","POST",154,"27-Jul-14",731778,8562387,"GGA","EYF"
"MAIN","POST",156,"29-Jul-14",730498,8559996,"XXX","EXE"
"MAIN","POST",164,"3-Aug-14",731440,8559556,"FFG","YBY"
"MAIN","POST",165,"3-Aug-14",731400,8559576,"FFG","YBY"
"MAIN","POST",166,"3-Aug-14",731108,8560940,"EGW","BWA"
"EARLY","POST",167,"3-Aug-14",731267,8563263,"YWB","AFY"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"WGW","UNB1"
"MAIN","POST",174,"14-Aug-14",731409,8559540,"WYA","FFG"
"MAIN","POST",175,"26-Jul-14",NA,NA,"GGA","EYF"
"N","Pre",34,"11-Jun-13",730797,8562632,"YBF","BEY"
"N","Pre",71,"29-Jun-13",731152,8561421,"BFW","BBF"
"Y","Post",91,"13-Jul-13",730959,8563326,"BYG","BEE"
"Y","Post",109,"16-Jul-13",731812,8562834,"BAG","XXF"
"N","Post",111,"18-Jul-13",731053,8561282,"BFW","BAA"
"Y","Post",122,"21-Jul-13",731931,8562593,"BAG","BWB"
"Y","Post",151,"1-Aug-13",731993,8562576,"BAG","XXF"
"Y","Post",160,"5-Aug-13",730771,8563581,"BEE","FBF"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB1","FAF"
"EARLY","POST",44,"27-Jun-14",731109,8563069,"FBF","YWB"
"EARLY","POST",45,"27-Jun-14",731102,8563069,"FBF","YWB"
"MAIN","PRE",49,"27-Jun-14",NA,NA,"FFG","YBY"
"EARLY","POST",52,"28-Jun-14",731238,8563182,"GGE","FBF"
"MAIN","PRE",58,"30-Jun-14",731406,8559572,"FFG","EEF"
"MAIN","PRE",59,"30-Jun-14",731353,8559598,"FFG","EEF"
"MAIN","PRE",60,"30-Jun-14",731329,8559678,"FFG","EEF"
"MAIN","PRE",61,"1-Jul-14",731422,8559484,"FFG","EEF"
"MAIN","PRE",62,"1-Jul-14",731383,8559600,"FFG","EEF"
"EARLY","POST",63,"1-Jul-14",731198,8562900,"FEA","AFY"
"EARLY","POST",64,"2-Jul-14",731244,8562874,"GGE","FBF"
"EARLY","POST",65,"2-Jul-14",731262,8562867,"YWB","FBF"
"EARLY","POST",67,"3-Jul-14",731259,8562734,"FEA","AFY"
"EARLY","POST",77,"7-Jul-14",731186,8562798,"GGE","YWB"
"EARLY","POST",88,"14-Jul-14",731721,8563208,"GGE","YWB"
"EARLY","POST",89,"15-Jul-14",731734,8563158,"GGE","YWB"
"EARLY","POST",95,"17-Jul-14",731261,8562735,"YWB","GGE"
"EARLY","POST",99,"19-Jul-14",731250,8562822,"YWB","GGE"
"EARLY","POST",100,"19-Jul-14",731270,8562804,"YWB","GGE"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"BBF","BWA"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"BWA","EGW"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"EWE","AAY"
"EARLY","POST",123,"23-Jul-14",731268,8562724,"YWB","GGE"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"WGW","UNB2"
"MAIN","POST",125,"23-Jul-14",730544,8559984,"EXE","WEY"
"MAIN","POST",134,"24-Jul-14",731137,8561628,"WYW","YEW"
"EARLY","POST",138,"24-Jul-14",731253,8562840,"YWB","GGE"
"EARLY","POST",139,"24-Jul-14",731444,8562835,"YWB","GGE"
"EARLY","POST",140,"24-Jul-14",731258,8562738,"YWB","GGE"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"WEY","EXE"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"WEY","EXE"
"MAIN","POST",147,"26-Jul-14",731256,8561623,"WYW","AWW"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YFE","EGW"
"MAIN","POST",149,"26-Jul-14",731675,8560991,"GAG","GYW"
"EARLY","POST",152,"27-Jul-14",731185,8563272,"YWB","GGE"
"MAIN","POST",164,"3-Aug-14",731440,8559556,"FFG","GWE"
"MAIN","POST",165,"3-Aug-14",731400,8559576,"FFG","GWE"
"MAIN","POST",166,"3-Aug-14",731108,8560940,"EGW","BBF"
"EARLY","POST",167,"3-Aug-14",731267,8563263,"YWB","GGE"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"WGW","UNB2"
"MAIN","POST",174,"14-Aug-14",731409,8559540,"WYA","YBY"
"N","Pre",71,"29-Jun-13",731152,8561421,"BFW","WEF"
"Y","Post",91,"13-Jul-13",730959,8563326,"BYG","FBF"
"Y","Post",109,"16-Jul-13",731812,8562834,"BAG","UNB1"
"N","Post",111,"18-Jul-13",731053,8561282,"BFW","WEW"
"Y","Post",122,"21-Jul-13",731931,8562593,"BAG","UNB1"
"Y","Post",151,"1-Aug-13",731993,8562576,"BAG","BWB"
"Y","Post",160,"5-Aug-13",730771,8563581,"BEE","GWY"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB1","XXF"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"BBF","EGW"
"EARLY","POST",105,"20-Jul-14",731315,8561542,"BWA","WYW"
"MAIN","POST",111,"21-Jul-14",731101,8561912,"EWE","YEW"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"WGW","UNB3"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"WEY","GYG"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"WEY","GYG"
"MAIN","POST",148,"26-Jul-14",731263,8560756,"YFE","BBF"
"MAIN","POST",172,"8-Aug-14",732244,8561004,"WGW","UNB3"
"Y","Post",91,"13-Jul-13",730959,8563326,"BYG","EGE"
"Y","Post",109,"16-Jul-13",731812,8562834,"BAG","UNB2"
"Y","Post",122,"21-Jul-13",731931,8562593,"BAG","UNB2"
"Y","Post",151,"1-Aug-13",731993,8562576,"BAG","EBW"
"Y","Post",164,"7-Aug-13",731864,8562924,"UNB1","BAB"
"EARLY","POST",104,"20-Jul-14",731243,8561481,"BBF","BAA"
"MAIN","POST",124,"23-Jul-14",732301,8560786,"WGW","WFY"
"MAIN","POST",142,"25-Jul-14",730577,8559694,"WEY","XAY"
"MAIN","POST",143,"25-Jul-14",730573,8559915,"WEY","XAY"
